ID,Total NDVI,Average NDVI,Image Name
8,465858,186.3432,Photo1_2023_02_07_13_00_38_NDVI.jpg
9,457877,183.1508,Photo1_2023_02_07_13_00_38_NDVI.jpg
10,457094,182.8376,Photo1_2023_02_07_13_00_38_NDVI.jpg
1,457269,182.9076,Photo1_2023_02_07_14_00_39_NDVI.jpg
2,459241,183.6964,Photo1_2023_02_07_14_00_39_NDVI.jpg
3,459632,183.8528,Photo1_2023_02_07_14_00_39_NDVI.jpg
4,459127,183.6508,Photo1_2023_02_07_14_00_39_NDVI.jpg
5,461440,184.576,Photo1_2023_02_07_14_00_39_NDVI.jpg
6,462874,185.1496,Photo1_2023_02_07_14_00_39_NDVI.jpg
7,461111,184.4444,Photo1_2023_02_07_14_00_39_NDVI.jpg
8,463418,185.3672,Photo1_2023_02_07_14_00_39_NDVI.jpg
9,457759,183.1036,Photo1_2023_02_07_14_00_39_NDVI.jpg
10,457316,182.9264,Photo1_2023_02_07_14_00_39_NDVI.jpg
1,455763,182.3052,Photo1_2023_02_07_15_00_36_NDVI.jpg
2,456710,182.684,Photo1_2023_02_07_15_00_36_NDVI.jpg
3,456701,182.6804,Photo1_2023_02_07_15_00_36_NDVI.jpg
4,457001,182.8004,Photo1_2023_02_07_15_00_36_NDVI.jpg
5,460552,184.2208,Photo1_2023_02_07_15_00_36_NDVI.jpg
6,462140,184.856,Photo1_2023_02_07_15_00_36_NDVI.jpg
7,462848,185.1392,Photo1_2023_02_07_15_00_36_NDVI.jpg
8,467021,186.8084,Photo1_2023_02_07_15_00_36_NDVI.jpg
9,455719,182.2876,Photo1_2023_02_07_15_00_36_NDVI.jpg
10,456485,182.594,Photo1_2023_02_07_15_00_36_NDVI.jpg
1,455402,182.1608,Photo1_2023_02_07_12_00_36_NDVI.jpg
2,458612,183.4448,Photo1_2023_02_07_12_00_36_NDVI.jpg
3,458136,183.2544,Photo1_2023_02_07_12_00_36_NDVI.jpg
4,459055,183.622,Photo1_2023_02_07_12_00_36_NDVI.jpg
5,462980,185.192,Photo1_2023_02_07_12_00_36_NDVI.jpg
6,461399,184.5596,Photo1_2023_02_07_12_00_36_NDVI.jpg
7,466548,186.6192,Photo1_2023_02_07_12_00_36_NDVI.jpg
8,467471,186.9884,Photo1_2023_02_07_12_00_36_NDVI.jpg
9,457217,182.8868,Photo1_2023_02_07_12_00_36_NDVI.jpg
10,457547,183.0188,Photo1_2023_02_07_12_00_36_NDVI.jpg
1,465827,186.3308,Photo1_2023_02_07_10_00_40_NDVI.jpg
2,465192,186.0768,Photo1_2023_02_07_10_00_40_NDVI.jpg
3,463608,185.4432,Photo1_2023_02_07_10_00_40_NDVI.jpg
4,462413,184.9652,Photo1_2023_02_07_10_00_40_NDVI.jpg
5,464243,185.6972,Photo1_2023_02_07_10_00_40_NDVI.jpg
6,463456,185.3824,Photo1_2023_02_07_10_00_40_NDVI.jpg
7,462556,185.0224,Photo1_2023_02_07_10_00_40_NDVI.jpg
8,462205,184.882,Photo1_2023_02_07_10_00_40_NDVI.jpg
9,463236,185.2944,Photo1_2023_02_07_10_00_40_NDVI.jpg
10,461846,184.7384,Photo1_2023_02_07_10_00_40_NDVI.jpg
1,457321,182.9284,Photo1_2023_02_09_13_00_37_NDVI.jpg
2,458674,183.4696,Photo1_2023_02_09_13_00_37_NDVI.jpg
3,456724,182.6896,Photo1_2023_02_09_13_00_37_NDVI.jpg
4,457687,183.0748,Photo1_2023_02_09_13_00_37_NDVI.jpg
5,461468,184.5872,Photo1_2023_02_09_13_00_37_NDVI.jpg
6,462631,185.0524,Photo1_2023_02_09_13_00_37_NDVI.jpg
7,462139,184.8556,Photo1_2023_02_09_13_00_37_NDVI.jpg
8,466992,186.7968,Photo1_2023_02_09_13_00_37_NDVI.jpg
9,457675,183.07,Photo1_2023_02_09_13_00_37_NDVI.jpg
10,456743,182.6972,Photo1_2023_02_09_13_00_37_NDVI.jpg
1,456453,182.5812,Photo1_2023_02_09_14_00_36_NDVI.jpg
2,457977,183.1908,Photo1_2023_02_09_14_00_36_NDVI.jpg
3,458140,183.256,Photo1_2023_02_09_14_00_36_NDVI.jpg
4,458952,183.5808,Photo1_2023_02_09_14_00_36_NDVI.jpg
5,460715,184.286,Photo1_2023_02_09_14_00_36_NDVI.jpg
6,461182,184.4728,Photo1_2023_02_09_14_00_36_NDVI.jpg
7,462429,184.9716,Photo1_2023_02_09_14_00_36_NDVI.jpg
8,465999,186.3996,Photo1_2023_02_09_14_00_36_NDVI.jpg
9,456116,182.4464,Photo1_2023_02_09_14_00_36_NDVI.jpg
10,456166,182.4664,Photo1_2023_02_09_14_00_36_NDVI.jpg
1,455869,182.3476,Photo1_2023_02_09_15_00_37_NDVI.jpg
2,455321,182.1284,Photo1_2023_02_09_15_00_37_NDVI.jpg
3,456533,182.6132,Photo1_2023_02_09_15_00_37_NDVI.jpg
4,456853,182.7412,Photo1_2023_02_09_15_00_37_NDVI.jpg
5,461413,184.5652,Photo1_2023_02_09_15_00_37_NDVI.jpg
6,462052,184.8208,Photo1_2023_02_09_15_00_37_NDVI.jpg
7,462254,184.9016,Photo1_2023_02_09_15_00_37_NDVI.jpg
8,467563,187.0252,Photo1_2023_02_09_15_00_37_NDVI.jpg
9,456267,182.5068,Photo1_2023_02_09_15_00_37_NDVI.jpg
10,456837,182.7348,Photo1_2023_02_09_15_00_37_NDVI.jpg
1,460037,184.0148,Photo1_2023_02_09_10_00_37_NDVI.jpg
2,455325,182.13,Photo1_2023_02_09_10_00_37_NDVI.jpg
3,450045,180.018,Photo1_2023_02_09_10_00_37_NDVI.jpg
4,453721,181.4884,Photo1_2023_02_09_10_00_37_NDVI.jpg
5,454119,181.6476,Photo1_2023_02_09_10_00_37_NDVI.jpg
6,450984,180.3936,Photo1_2023_02_09_10_00_37_NDVI.jpg
7,450317,180.1268,Photo1_2023_02_09_10_00_37_NDVI.jpg
8,451025,180.41,Photo1_2023_02_09_10_00_37_NDVI.jpg
9,447622,179.0488,Photo1_2023_02_09_10_00_37_NDVI.jpg
10,448196,179.2784,Photo1_2023_02_09_10_00_37_NDVI.jpg
1,458887,183.5548,Photo1_2023_02_09_11_00_36_NDVI.jpg
2,457636,183.0544,Photo1_2023_02_09_11_00_36_NDVI.jpg
3,458846,183.5384,Photo1_2023_02_09_11_00_36_NDVI.jpg
4,461760,184.704,Photo1_2023_02_09_11_00_36_NDVI.jpg
5,464430,185.772,Photo1_2023_02_09_11_00_36_NDVI.jpg
6,462470,184.988,Photo1_2023_02_09_11_00_36_NDVI.jpg
7,462511,185.0044,Photo1_2023_02_09_11_00_36_NDVI.jpg
8,463647,185.4588,Photo1_2023_02_09_11_00_36_NDVI.jpg
9,454934,181.9736,Photo1_2023_02_09_11_00_36_NDVI.jpg
10,455025,182.01,Photo1_2023_02_09_11_00_36_NDVI.jpg
